HH_Labor	Ward	HH_CultVar	HH_PlantingDay	CultArea	HHSize	
4	10	3	330	1	6	
2	10	3	330	1	4	
6	10	3	344	1	10	
2	10	3	330	1	3	
3	10	3	344	1	5	
2	10	3	344	1	4	
2	10	3	330	1	4	
2	10	3	330	1	4	
2	10	3	344	1	3	
2	10	3	344	1	4	
5	10	3	330	1	8	
4	10	3	330	1	6	
4	10	3	344	1	6	
6	10	3	330	1	11	
6	10	3	330	1	11	
6	10	3	330	1	11	
4	10	3	330	1	6	
2	10	3	330	1	3	
5	10	3	330	1	9	
2	10	3	344	1	3	
5	10	3	330	1	7	
4	10	3	330	1	6	
6	10	3	330	1	10	
5	10	3	344	1	7	
2	10	3	330	1	2	
3	10	3	344	1	5	
3	10	3	344	1	5	
6	10	3	344	1	10	
4	10	3	344	1	6	
4	10	3	344	1	6	
2	10	3	330	1	2	
3	10	3	344	1	5	
2	10	3	330	1	4	
2	10	3	330	1	4	
4	10	3	330	1	6	
2	10	3	344	1	3	
2	10	3	330	1	4	
1	10	3	344	1	1	
2	10	3	330	1	2	
4	10	3	344	1	6	
6	10	3	344	1	10	
5	10	3	330	1	7	
3	10	3	344	1	5	
3	10	3	344	1	5	
5	10	3	344	1	8	
4	10	3	344	1	6	
4	10	3	330	1	6	
4	10	3	344	1	6	
5	10	3	344	1	8	
3	10	3	344	1	5	
3	10	3	344	1	5	
3	10	3	344	1	5	
3	10	3	330	1	5	
4	10	3	330	1	6	
3	10	3	330	1	5	
6	10	3	330	1	12	
2	10	3	330	1	3	
4	10	3	344	1	6	
5	10	3	330	1	9	
5	10	3	330	1	9	
2	10	3	330	1	3	
3	10	3	330	1	5	
2	10	3	330	1	3	
3	10	3	344	1	5	
4	10	3	344	1	6	
4	10	3	330	1	6	
2	10	3	344	1	4	
5	10	3	344	1	7	
2	10	3	344	1	2	
3	10	3	344	1	5	
3	10	3	330	1	5	
2	10	3	330	1	3	
5	10	3	330	1	7	
5	10	3	344	1	8	
2	10	3	330	1	2	
6	10	3	330	1	11	
2	10	3	344	1	4	
2	10	3	344	1	4	
2	10	3	344	1	2	
2	10	3	344	1	3	
2	10	3	344	1	4	
4	10	3	330	1	6	
2	10	3	330	1	4	
3	10	3	344	1	5	
3	10	3	330	1	5	
3	10	3	344	1	5	
4	10	3	344	1	6	
6	10	3	330	1	10	
5	10	3	330	1	9	
5	10	3	344	1	7	
5	10	3	344	1	7	
5	10	3	330	1	9	
6	10	3	330	1	11	
5	10	3	344	1	7	
5	10	3	344	1	7	
4	10	3	330	1	6	
2	10	3	330	1	4	
3	10	3	330	1	5	
2	10	3	330	1	4	
3	10	3	344	1	5	
4	10	3	344	1	6	
3	10	3	344	1	5	
3	10	3	344	1	5	
5	10	3	330	1	7	
6	10	3	344	1	10	
5	10	3	330	1	9	
3	10	3	344	1	5	
6	10	3	344	1	11	
3	10	3	330	1	5	
2	10	3	344	1	3	
2	10	3	344	1	4	
5	10	3	330	1	7	
7	10	3	344	1	13	
3	10	3	344	1	5	
7	10	3	344	1	13	
5	10	3	344	1	7	
2	10	3	330	1	2	
5	10	3	330	1	7	
4	10	3	344	1	6	
5	10	3	330	1	9	
4	10	3	330	1	6	
3	10	3	330	1	5	
4	10	3	330	1	6	
2	10	3	344	1	4	
4	10	3	344	1	6	
4	10	3	344	1	6	
3	10	3	344	1	5	
2	10	3	330	1	2	
5	10	3	344	1	8	
4	10	3	344	1	6	
2	10	3	344	1	4	
2	10	3	344	1	4	
2	10	3	344	1	2	
2	10	3	330	1	4	
1	10	3	330	1	1	
5	10	3	344	1	9	
4	10	3	344	1	6	
4	10	3	330	1	6	
5	10	3	330	1	8	
5	10	3	330	1	8	
6	10	3	344	1	12	
4	10	3	330	1	6	
2	10	3	330	1	4	
2	10	3	330	1	3	
6	10	3	344	1	12	
5	10	3	344	1	7	
4	10	3	330	1	6	
5	10	3	330	1	7	
5	10	3	344	1	7	
2	10	3	330	1	3	
4	10	3	330	1	6	
1	10	3	344	1	1	
2	10	3	344	1	2	
4	10	3	330	1	6	
4	10	3	344	1	6	
5	10	3	344	1	9	
4	10	3	330	1	6	
6	10	3	330	1	10	
4	10	3	330	1	6	
2	10	3	344	1	3	
2	10	3	330	1	3	
2	10	3	344	1	3	
5	10	3	344	1	7	
2	10	3	344	1	4	
5	10	3	344	1	8	
3	10	3	344	1	5	
3	10	3	344	1	5	
2	10	3	330	1	3	
2	10	3	330	1	4	
4	10	3	330	1	6	
2	10	3	330	1	4	
2	10	3	344	1	3	
5	10	3	344	1	9	
1	10	3	330	1	1	
2	10	3	344	1	4	
4	10	3	330	1	6	
3	10	3	330	1	5	
2	10	3	344	1	4	
3	10	3	344	1	5	
5	10	3	344	1	9	
2	10	3	330	1	4	
5	10	3	330	1	7	
3	10	3	330	1	5	
2	10	3	330	1	4	
2	10	3	330	1	2	
5	10	3	330	1	8	
4	10	3	344	1	6	
5	10	3	344	1	9	
5	10	3	344	1	8	
5	10	3	330	1	9	
5	10	3	330	1	8	
5	10	3	330	1	7	
6	10	3	330	1	10	
2	10	3	330	1	4	
5	10	3	330	1	8	
3	10	3	344	1	5	
5	10	3	330	1	8	
2	10	3	344	1	4	
6	10	3	344	1	10	
4	10	3	344	1	6	
5	10	3	344	1	8	
1	10	3	344	1	1	
5	10	3	330	1	9	
5	10	3	330	1	7	
2	10	3	330	1	2	
5	10	3	330	1	7	
2	10	3	330	1	4	
3	10	3	344	1	5	
2	10	3	330	1	4	
5	10	3	344	1	9	
4	10	3	330	1	6	
3	10	3	344	1	5	
6	10	3	344	1	10	
4	10	3	330	1	6	
3	10	3	330	1	5	
5	10	3	330	1	8	
5	10	3	330	1	7	
5	10	3	330	1	7	
4	10	3	344	1	6	
4	10	3	344	1	6	
2	10	3	344	1	4	
5	10	3	344	1	8	
5	10	3	330	1	7	
5	10	3	344	1	8	
4	10	3	344	1	6	
2	10	3	344	1	4	
4	10	3	330	1	6	
5	10	3	344	1	7	
2	10	3	344	1	4	
2	10	3	344	1	3	
3	10	3	344	1	5	
3	10	3	344	1	5	
2	10	3	344	1	4	
5	10	3	330	1	7	
2	10	3	330	1	4	
4	10	3	344	1	6	
2	10	3	344	1	2	
2	10	3	344	1	3	
2	10	3	330	1	4	
5	10	3	344	1	8	
5	10	3	330	1	7	
2	10	3	330	1	4	
2	10	3	344	1	4	
5	10	3	330	1	7	
1	10	3	344	1	1	
3	10	3	344	1	5	
5	10	3	330	1	9	
3	10	3	330	1	5	
5	10	3	344	1	7	
2	10	3	330	1	3	
5	10	3	344	1	8	
3	10	3	344	1	5	
5	10	3	330	1	8	
4	10	3	344	1	6	
3	10	3	330	1	5	
2	10	3	344	1	4	
3	10	3	344	1	5	
2	10	3	344	1	3	
2	10	3	344	1	4	
4	10	3	330	1	6	
3	10	3	344	1	5	
3	10	3	344	1	5	
2	10	3	330	1	4	
5	10	3	344	1	7	
3	10	3	344	1	5	
4	10	3	344	1	6	
6	10	3	330	1	11	
3	10	3	330	1	5	
3	10	3	330	1	5	
5	10	3	344	1	7	
5	10	3	344	1	8	
4	10	3	330	1	6	
5	10	3	330	1	7	
6	10	3	330	1	10	
4	10	3	344	1	6	
5	10	3	330	1	8	
5	10	3	344	1	7	
4	10	3	330	1	6	
3	10	3	330	1	5	
7	10	3	344	1	14	
5	10	3	330	1	8	
2	10	3	344	1	4	
5	10	3	344	1	7	
5	10	3	344	1	8	
3	10	3	344	1	5	
7	10	3	344	1	13	
5	10	3	344	1	8	
5	10	3	330	1	7	
5	10	3	344	1	7	
