HH_Labor	Ward	HH_CultVar	HH_PlantingDay	CultArea	HHSize	
2	18	3	344	1	4	
5	18	3	330	1	7	
5	18	3	344	1	7	
2	18	3	330	1	4	
3	18	3	330	1	5	
6	18	3	344	1	10	
3	18	3	344	1	5	
5	18	3	330	1	9	
2	18	3	344	1	4	
5	18	3	330	1	9	
2	18	3	330	1	4	
5	18	3	330	1	7	
2	18	3	330	1	2	
3	18	3	344	1	5	
1	18	3	344	1	1	
4	18	3	330	1	6	
5	18	3	330	1	7	
2	18	3	344	1	2	
4	18	3	330	1	6	
5	18	3	330	1	9	
5	18	3	344	1	9	
2	18	3	344	1	4	
4	18	3	330	1	6	
2	18	3	344	1	3	
5	18	3	344	1	9	
4	18	3	330	1	6	
4	18	3	330	1	6	
5	18	3	344	1	7	
5	18	3	344	1	8	
2	18	3	344	1	2	
2	18	3	344	1	2	
4	18	3	344	1	6	
5	18	3	344	1	7	
5	18	3	344	1	7	
3	18	3	344	1	5	
3	18	3	344	1	5	
2	18	3	330	1	3	
5	18	3	330	1	7	
4	18	3	330	1	6	
5	18	3	330	1	8	
6	18	3	330	1	10	
6	18	3	344	1	10	
2	18	3	344	1	3	
5	18	3	330	1	7	
4	18	3	330	1	6	
2	18	3	330	1	2	
4	18	3	344	1	6	
3	18	3	330	1	5	
5	18	3	344	1	9	
2	18	3	330	1	2	
5	18	3	330	1	7	
2	18	3	344	1	4	
6	18	3	330	1	11	
5	18	3	330	1	7	
5	18	3	344	1	7	
2	18	3	344	1	2	
2	18	3	344	1	4	
5	18	3	344	1	7	
5	18	3	344	1	7	
2	18	3	330	1	4	
5	18	3	330	1	8	
3	18	3	344	1	5	
5	18	3	330	1	9	
3	18	3	344	1	5	
2	18	3	344	1	3	
5	18	3	344	1	8	
4	18	3	330	1	6	
6	18	3	344	1	11	
2	18	3	344	1	4	
2	18	3	344	1	4	
3	18	3	330	1	5	
2	18	3	344	1	3	
6	18	3	344	1	12	
3	18	3	330	1	5	
2	18	3	330	1	4	
2	18	3	344	1	3	
2	18	3	330	1	4	
5	18	3	330	1	9	
5	18	3	330	1	7	
3	18	3	330	1	5	
2	18	3	330	1	3	
5	18	3	344	1	9	
2	18	3	344	1	2	
4	18	3	344	1	6	
4	18	3	344	1	6	
5	18	3	344	1	9	
5	18	3	344	1	7	
4	18	3	330	1	6	
5	18	3	344	1	7	
2	18	3	344	1	3	
2	18	3	330	1	3	
4	18	3	344	1	6	
4	18	3	330	1	6	
5	18	3	330	1	9	
5	18	3	344	1	8	
4	18	3	330	1	6	
2	18	3	330	1	4	
3	18	3	330	1	5	
4	18	3	330	1	6	
4	18	3	344	1	6	
3	18	3	330	1	5	
4	18	3	330	1	6	
5	18	3	344	1	9	
5	18	3	330	1	7	
2	18	3	344	1	3	
2	18	3	330	1	4	
5	18	3	344	1	7	
2	18	3	344	1	2	
3	18	3	330	1	5	
4	18	3	344	1	6	
2	18	3	344	1	4	
2	18	3	330	1	4	
5	18	3	330	1	7	
5	18	3	330	1	8	
3	18	3	330	1	5	
4	18	3	344	1	6	
3	18	3	344	1	5	
4	18	3	344	1	6	
2	18	3	344	1	4	
4	18	3	330	1	6	
5	18	3	344	1	7	
3	18	3	344	1	5	
5	18	3	344	1	9	
3	18	3	344	1	5	
2	18	3	330	1	4	
5	18	3	344	1	7	
5	18	3	344	1	8	
3	18	3	344	1	5	
5	18	3	344	1	8	
6	18	3	330	1	11	
1	18	3	344	1	1	
2	18	3	344	1	4	
5	18	3	344	1	7	
4	18	3	344	1	6	
4	18	3	344	1	6	
5	18	3	330	1	8	
2	18	3	330	1	3	
3	18	3	344	1	5	
2	18	3	344	1	4	
5	18	3	344	1	7	
3	18	3	330	1	5	
2	18	3	344	1	3	
6	18	3	344	1	11	
5	18	3	330	1	7	
4	18	3	344	1	6	
4	18	3	330	1	6	
2	18	3	344	1	4	
2	18	3	330	1	4	
4	18	3	344	1	6	
2	18	3	330	1	3	
5	18	3	344	1	7	
5	18	3	330	1	8	
2	18	3	330	1	4	
4	18	3	344	1	6	
2	18	3	344	1	4	
6	18	3	344	1	10	
2	18	3	330	1	4	
2	18	3	344	1	2	
4	18	3	344	1	6	
5	18	3	344	1	8	
2	18	3	330	1	4	
2	18	3	344	1	3	
