HH_Labor	Ward	HH_CultVar	HH_PlantingDay	CultArea	HHSize	
2	8	3	344	1	4	
4	8	3	330	1	6	
5	8	3	330	1	8	
5	8	3	344	1	7	
5	8	3	344	1	7	
5	8	3	344	1	7	
2	8	3	330	1	4	
2	8	3	330	1	4	
5	8	3	330	1	8	
2	8	3	344	1	2	
4	8	3	330	1	6	
5	8	3	330	1	7	
3	8	3	330	1	5	
5	8	3	344	1	8	
4	8	3	344	1	6	
2	8	3	344	1	2	
5	8	3	344	1	8	
4	8	3	344	1	6	
2	8	3	330	1	4	
3	8	3	330	1	5	
2	8	3	344	1	4	
2	8	3	330	1	3	
1	8	3	344	1	1	
4	8	3	344	1	6	
4	8	3	344	1	6	
2	8	3	330	1	4	
4	8	3	344	1	6	
5	8	3	344	1	8	
5	8	3	344	1	7	
2	8	3	330	1	4	
4	8	3	344	1	6	
6	8	3	330	1	10	
2	8	3	330	1	4	
3	8	3	344	1	5	
2	8	3	330	1	4	
2	8	3	330	1	4	
1	8	3	330	1	1	
2	8	3	344	1	4	
5	8	3	344	1	7	
2	8	3	344	1	2	
6	8	3	344	1	11	
2	8	3	330	1	3	
5	8	3	330	1	9	
4	8	3	330	1	6	
2	8	3	330	1	4	
2	8	3	344	1	4	
5	8	3	330	1	7	
2	8	3	344	1	3	
4	8	3	344	1	6	
2	8	3	330	1	4	
2	8	3	330	1	4	
2	8	3	330	1	3	
2	8	3	330	1	4	
3	8	3	344	1	5	
2	8	3	344	1	4	
2	8	3	330	1	3	
2	8	3	344	1	4	
4	8	3	344	1	6	
2	8	3	330	1	3	
5	8	3	344	1	8	
2	8	3	330	1	3	
3	8	3	330	1	5	
6	8	3	330	1	10	
5	8	3	330	1	7	
6	8	3	344	1	10	
5	8	3	330	1	8	
5	8	3	344	1	7	
5	8	3	330	1	7	
5	8	3	344	1	8	
5	8	3	330	1	7	
4	8	3	344	1	6	
2	8	3	344	1	2	
3	8	3	344	1	5	
2	8	3	330	1	4	
6	8	3	344	1	10	
4	8	3	344	1	6	
5	8	3	344	1	7	
2	8	3	330	1	3	
7	8	3	344	1	14	
3	8	3	344	1	5	
2	8	3	330	1	3	
5	8	3	344	1	9	
5	8	3	344	1	7	
4	8	3	344	1	6	
2	8	3	330	1	4	
1	8	3	330	1	1	
2	8	3	330	1	2	
2	8	3	344	1	4	
5	8	3	330	1	8	
3	8	3	344	1	5	
6	8	3	330	1	12	
3	8	3	344	1	5	
7	8	3	330	1	13	
4	8	3	344	1	6	
2	8	3	330	1	3	
5	8	3	344	1	7	
5	8	3	330	1	8	
7	8	3	330	1	13	
4	8	3	330	1	6	
5	8	3	344	1	7	
5	8	3	344	1	8	
2	8	3	330	1	2	
5	8	3	330	1	8	
5	8	3	330	1	7	
5	8	3	330	1	8	
1	8	3	330	1	1	
5	8	3	330	1	7	
6	8	3	344	1	10	
2	8	3	344	1	2	
2	8	3	344	1	4	
3	8	3	344	1	5	
2	8	3	344	1	4	
5	8	3	330	1	7	
6	8	3	330	1	10	
3	8	3	330	1	5	
4	8	3	330	1	6	
1	8	3	344	1	1	
1	8	3	330	1	1	
3	8	3	344	1	5	
3	8	3	330	1	5	
2	8	3	344	1	2	
4	8	3	330	1	6	
5	8	3	344	1	8	
4	8	3	344	1	6	
3	8	3	330	1	5	
2	8	3	344	1	4	
3	8	3	344	1	5	
5	8	3	344	1	9	
2	8	3	330	1	2	
5	8	3	330	1	7	
5	8	3	330	1	9	
4	8	3	330	1	6	
2	8	3	344	1	3	
3	8	3	330	1	5	
2	8	3	344	1	3	
5	8	3	330	1	8	
5	8	3	344	1	9	
5	8	3	344	1	8	
2	8	3	330	1	3	
7	8	3	344	1	13	
3	8	3	330	1	5	
4	8	3	330	1	6	
5	8	3	330	1	8	
5	8	3	330	1	7	
2	8	3	344	1	4	
1	8	3	330	1	1	
5	8	3	344	1	7	
3	8	3	330	1	5	
4	8	3	330	1	6	
4	8	3	344	1	6	
5	8	3	330	1	7	
2	8	3	330	1	4	
3	8	3	330	1	5	
2	8	3	330	1	4	
2	8	3	330	1	3	
4	8	3	330	1	6	
5	8	3	330	1	8	
3	8	3	330	1	5	
5	8	3	344	1	8	
3	8	3	330	1	5	
3	8	3	344	1	5	
4	8	3	344	1	6	
2	8	3	330	1	4	
5	8	3	330	1	7	
5	8	3	344	1	8	
3	8	3	330	1	5	
2	8	3	330	1	3	
4	8	3	344	1	6	
2	8	3	330	1	2	
2	8	3	330	1	4	
2	8	3	344	1	3	
3	8	3	344	1	5	
3	8	3	344	1	5	
5	8	3	330	1	8	
2	8	3	330	1	3	
5	8	3	344	1	7	
1	8	3	330	1	1	
4	8	3	344	1	6	
2	8	3	344	1	3	
5	8	3	344	1	7	
3	8	3	330	1	5	
4	8	3	330	1	6	
4	8	3	344	1	6	
5	8	3	330	1	9	
3	8	3	344	1	5	
5	8	3	330	1	7	
3	8	3	330	1	5	
5	8	3	344	1	7	
5	8	3	344	1	9	
5	8	3	344	1	9	
3	8	3	330	1	5	
5	8	3	330	1	7	
6	8	3	330	1	11	
5	8	3	330	1	8	
5	8	3	344	1	8	
2	8	3	344	1	3	
3	8	3	344	1	5	
5	8	3	330	1	7	
2	8	3	344	1	2	
2	8	3	344	1	4	
5	8	3	330	1	8	
2	8	3	344	1	4	
3	8	3	344	1	5	
6	8	3	330	1	10	
4	8	3	344	1	6	
2	8	3	330	1	4	
2	8	3	344	1	4	
5	8	3	330	1	8	
2	8	3	344	1	2	
2	8	3	344	1	3	
7	8	3	330	1	13	
5	8	3	330	1	8	
2	8	3	330	1	4	
5	8	3	330	1	9	
5	8	3	330	1	7	
7	8	3	344	1	13	
2	8	3	330	1	4	
2	8	3	344	1	4	
2	8	3	344	1	3	
2	8	3	330	1	3	
6	8	3	344	1	10	
5	8	3	344	1	7	
7	8	3	344	1	13	
2	8	3	330	1	2	
3	8	3	330	1	5	
5	8	3	344	1	8	
5	8	3	344	1	8	
6	8	3	330	1	12	
2	8	3	344	1	4	
2	8	3	330	1	4	
5	8	3	330	1	8	
2	8	3	344	1	4	
5	8	3	330	1	7	
3	8	3	344	1	5	
5	8	3	344	1	8	
5	8	3	330	1	7	
2	8	3	330	1	4	
5	8	3	330	1	8	
5	8	3	330	1	9	
2	8	3	344	1	3	
2	8	3	344	1	3	
5	8	3	330	1	8	
3	8	3	344	1	5	
4	8	3	344	1	6	
2	8	3	330	1	4	
2	8	3	344	1	2	
5	8	3	330	1	7	
2	8	3	344	1	3	
3	8	3	330	1	5	
5	8	3	344	1	7	
4	8	3	344	1	6	
2	8	3	344	1	4	
2	8	3	330	1	3	
5	8	3	330	1	8	
2	8	3	330	1	4	
2	8	3	330	1	3	
5	8	3	344	1	9	
2	8	3	344	1	4	
2	8	3	344	1	3	
3	8	3	330	1	5	
2	8	3	330	1	2	
2	8	3	330	1	2	
5	8	3	344	1	9	
4	8	3	330	1	6	
5	8	3	344	1	7	
2	8	3	344	1	3	
2	8	3	330	1	2	
2	8	3	344	1	2	
