HH_Labor	Ward	HH_CultVar	HH_PlantingDay	CultArea	HHSize	
5	20	3	330	1	8	
3	20	3	330	1	5	
5	20	3	344	1	7	
6	20	3	344	1	10	
5	20	3	344	1	9	
1	20	3	330	1	1	
2	20	3	330	1	4	
5	20	3	330	1	7	
5	20	3	330	1	8	
2	20	3	344	1	3	
2	20	3	330	1	3	
5	20	3	344	1	8	
2	20	3	344	1	4	
4	20	3	344	1	6	
3	20	3	344	1	5	
3	20	3	344	1	5	
2	20	3	330	1	4	
4	20	3	330	1	6	
3	20	3	330	1	5	
2	20	3	330	1	4	
5	20	3	330	1	7	
2	20	3	344	1	4	
6	20	3	330	1	11	
4	20	3	330	1	6	
2	20	3	344	1	3	
4	20	3	344	1	6	
4	20	3	344	1	6	
2	20	3	344	1	4	
5	20	3	344	1	7	
2	20	3	344	1	4	
2	20	3	344	1	4	
2	20	3	344	1	4	
3	20	3	344	1	5	
5	20	3	330	1	8	
5	20	3	330	1	8	
4	20	3	330	1	6	
4	20	3	330	1	6	
2	20	3	344	1	4	
3	20	3	330	1	5	
6	20	3	330	1	11	
3	20	3	344	1	5	
6	20	3	330	1	11	
4	20	3	344	1	6	
3	20	3	330	1	5	
2	20	3	344	1	3	
5	20	3	344	1	7	
6	20	3	330	1	10	
2	20	3	330	1	3	
3	20	3	330	1	5	
3	20	3	344	1	5	
5	20	3	330	1	7	
5	20	3	330	1	8	
3	20	3	344	1	5	
2	20	3	344	1	3	
2	20	3	330	1	3	
6	20	3	330	1	11	
5	20	3	330	1	7	
5	20	3	330	1	8	
2	20	3	344	1	4	
2	20	3	330	1	3	
6	20	3	330	1	12	
5	20	3	344	1	7	
2	20	3	330	1	4	
2	20	3	344	1	2	
5	20	3	344	1	7	
5	20	3	330	1	7	
3	20	3	330	1	5	
5	20	3	330	1	8	
5	20	3	330	1	8	
2	20	3	330	1	3	
3	20	3	330	1	5	
2	20	3	330	1	4	
2	20	3	330	1	4	
5	20	3	330	1	8	
4	20	3	344	1	6	
4	20	3	330	1	6	
4	20	3	344	1	6	
4	20	3	344	1	6	
3	20	3	330	1	5	
3	20	3	330	1	5	
5	20	3	344	1	7	
4	20	3	330	1	6	
4	20	3	330	1	6	
2	20	3	330	1	3	
1	20	3	344	1	1	
2	20	3	330	1	3	
1	20	3	344	1	1	
5	20	3	344	1	7	
6	20	3	330	1	11	
5	20	3	330	1	7	
2	20	3	330	1	3	
2	20	3	330	1	3	
3	20	3	344	1	5	
6	20	3	344	1	10	
5	20	3	344	1	7	
2	20	3	330	1	4	
3	20	3	344	1	5	
4	20	3	344	1	6	
2	20	3	330	1	3	
3	20	3	330	1	5	
6	20	3	344	1	10	
2	20	3	344	1	3	
5	20	3	330	1	8	
1	20	3	344	1	1	
3	20	3	344	1	5	
4	20	3	330	1	6	
4	20	3	344	1	6	
2	20	3	330	1	2	
5	20	3	330	1	7	
7	20	3	330	1	13	
2	20	3	344	1	3	
2	20	3	344	1	3	
1	20	3	344	1	1	
3	20	3	344	1	5	
1	20	3	344	1	1	
2	20	3	344	1	2	
3	20	3	330	1	5	
2	20	3	344	1	3	
2	20	3	344	1	4	
3	20	3	330	1	5	
5	20	3	344	1	9	
5	20	3	330	1	7	
4	20	3	344	1	6	
5	20	3	344	1	9	
4	20	3	330	1	6	
7	20	3	330	1	13	
4	20	3	330	1	6	
5	20	3	344	1	9	
6	20	3	330	1	10	
3	20	3	344	1	5	
2	20	3	330	1	4	
4	20	3	344	1	6	
2	20	3	344	1	2	
5	20	3	330	1	8	
5	20	3	344	1	8	
2	20	3	344	1	2	
2	20	3	330	1	4	
6	20	3	330	1	10	
3	20	3	344	1	5	
3	20	3	344	1	5	
3	20	3	330	1	5	
6	20	3	344	1	10	
6	20	3	330	1	10	
4	20	3	330	1	6	
5	20	3	344	1	8	
4	20	3	344	1	6	
2	20	3	344	1	4	
4	20	3	330	1	6	
5	20	3	330	1	9	
5	20	3	344	1	7	
3	20	3	344	1	5	
5	20	3	330	1	7	
4	20	3	344	1	6	
4	20	3	330	1	6	
2	20	3	344	1	4	
3	20	3	330	1	5	
5	20	3	330	1	7	
5	20	3	330	1	9	
2	20	3	330	1	4	
5	20	3	344	1	7	
5	20	3	344	1	7	
3	20	3	330	1	5	
5	20	3	330	1	7	
2	20	3	330	1	4	
2	20	3	344	1	3	
3	20	3	344	1	5	
5	20	3	330	1	7	
5	20	3	330	1	9	
6	20	3	330	1	11	
2	20	3	330	1	4	
5	20	3	330	1	8	
2	20	3	330	1	4	
6	20	3	344	1	11	
2	20	3	330	1	4	
2	20	3	344	1	4	
2	20	3	330	1	4	
2	20	3	344	1	3	
5	20	3	344	1	9	
5	20	3	344	1	7	
5	20	3	344	1	9	
3	20	3	344	1	5	
2	20	3	344	1	2	
5	20	3	330	1	7	
5	20	3	344	1	8	
5	20	3	344	1	9	
4	20	3	344	1	6	
2	20	3	344	1	4	
2	20	3	344	1	3	
2	20	3	344	1	3	
5	20	3	344	1	8	
5	20	3	330	1	7	
2	20	3	330	1	3	
5	20	3	344	1	8	
